repo_name,pr_title,pr_url,created_at,closed_at,total_comments,total_commits,state,addline,deleteline,changefile,fetch_status
WPMedia/arc-themes-blocks,HOTFIX - TMEDIA-495 Horizontal Links Defect,https://github.com/WPMedia/arc-themes-blocks/pull/1093,2021-09-20T19:58:13Z,2021-09-20T20:24:30Z,0,1,MERGED,1.0,1.0,1.0,Success
WPMedia/arc-themes-blocks,TMEDIA-532 - Only use resizer when image contains http,https://github.com/WPMedia/arc-themes-blocks/pull/1149,2021-10-28T20:01:47Z,2021-10-29T20:22:59Z,0,1,MERGED,35.0,21.0,2.0,Success
WPMedia/arc-themes-blocks,Tmedia 701 raw html static,https://github.com/WPMedia/arc-themes-blocks/pull/1298,2022-03-21T21:07:36Z,2022-03-23T14:06:43Z,4,5,MERGED,7.0,35.0,2.0,Success
WPMedia/arc-themes-blocks,TMEDIA-83 - Use queryly's minified JavaScript file,https://github.com/WPMedia/arc-themes-blocks/pull/801,2021-04-01T13:53:50Z,2021-04-01T14:35:37Z,4,1,MERGED,1.0,1.0,1.0,Success
WPMedia/arc-themes-blocks,PEN-1700 - Top Table List - Small items spacing -> RC,https://github.com/WPMedia/arc-themes-blocks/pull/718,2021-02-03T15:07:58Z,2021-02-03T16:33:16Z,0,1,MERGED,2.0,1.0,2.0,Success
WPMedia/arc-themes-blocks,updated max-height and max-width of author image to 88px,https://github.com/WPMedia/arc-themes-blocks/pull/1506,2022-09-07T21:01:12Z,2022-09-08T14:38:18Z,0,2,MERGED,2.0,2.0,1.0,Success
WPMedia/arc-themes-blocks,PEN-1440: overlap fix for nav chain horizontal links,https://github.com/WPMedia/arc-themes-blocks/pull/580,2020-11-23T17:11:21Z,2020-11-25T16:04:25Z,0,1,MERGED,1.0,0.0,1.0,Success
WPMedia/arc-themes-blocks,TMEDIA-310 - Block Icons,https://github.com/WPMedia/arc-themes-blocks/pull/1060,2021-08-20T14:14:59Z,2021-08-20T21:57:41Z,0,2,MERGED,88.0,1.0,43.0,Success
WPMedia/arc-themes-blocks,fix: Remove article body unused engine theme sdk prop. The value is hidden anyway.,https://github.com/WPMedia/arc-themes-blocks/pull/1467,2022-08-04T15:07:53Z,2022-08-04T16:13:41Z,0,3,MERGED,103.0,4.0,2.0,Success
WPMedia/arc-themes-blocks,PEN-1611 Ability to turn off separating dots in Navigation Chain horizontal links,https://github.com/WPMedia/arc-themes-blocks/pull/690,2021-01-20T14:09:58Z,2021-01-22T04:43:09Z,0,2,MERGED,1.0,1.0,1.0,Success
WPMedia/arc-themes-blocks,TBRANDS-30 : Quilted Image Block,https://github.com/WPMedia/arc-themes-blocks/pull/1319,2022-04-22T20:25:56Z,2022-04-25T21:07:25Z,2,16,MERGED,20.0,19.0,1.0,Success
WPMedia/arc-themes-blocks,Pen 732 numbered list image,https://github.com/WPMedia/arc-themes-blocks/pull/131,2020-02-26T17:23:25Z,2020-02-26T22:31:58Z,3,3,MERGED,144.0,9.0,4.0,Success
WPMedia/arc-themes-blocks,TMEDIA-737: Tag Title block,https://github.com/WPMedia/arc-themes-blocks/pull/1381,2022-06-13T22:43:47Z,2022-06-15T14:19:07Z,1,13,MERGED,88.0,98.0,8.0,Success
WPMedia/arc-themes-blocks,Fix/asub 8279 broken login redirect 2.1.2,https://github.com/WPMedia/arc-themes-blocks/pull/2015,2024-03-18T04:38:59Z,2024-03-20T20:16:43Z,1,5,MERGED,24.0,12.0,3.0,Success
WPMedia/arc-themes-blocks,Themes 109 corrections translations,https://github.com/WPMedia/arc-themes-blocks/pull/794,2021-03-29T21:36:06Z,2021-03-30T14:11:31Z,2,6,MERGED,97.0,3.0,5.0,Success
WPMedia/arc-themes-blocks,PEN-1439: Primary color option for nav bar color,https://github.com/WPMedia/arc-themes-blocks/pull/579,2020-11-20T22:20:52Z,2020-12-14T11:18:36Z,0,2,MERGED,27.0,2.0,2.0,Success
WPMedia/arc-themes-components,THEMES-1907: Sign Author Images,https://github.com/WPMedia/arc-themes-components/pull/263,2024-05-03T14:03:40Z,2024-05-17T15:49:00Z,2,9,MERGED,180.0,16.0,2.0,Success
WPMedia/arc-themes-components,Tmedia 660 prettier ticket,https://github.com/WPMedia/arc-themes-components/pull/24,2022-02-18T20:55:34Z,2022-02-24T17:54:06Z,14,9,MERGED,796.0,381.0,45.0,Success
Workday/canvas-kit,fix: Remove style attribute on Expandable Title,https://github.com/Workday/canvas-kit/pull/2074,2023-03-09T05:52:42Z,2023-03-09T18:34:28Z,2,1,MERGED,4.0,6.0,1.0,Success
Workday/canvas-kit,docs: Rename Migration Guides to Upgrade Guides,https://github.com/Workday/canvas-kit/pull/1591,2022-05-17T19:58:47Z,2022-05-17T21:35:19Z,1,6,MERGED,32.0,31.0,7.0,Success
adobe/react-spectrum,Fix ListView thumbnail item height in Safari,https://github.com/adobe/react-spectrum/pull/3301,2022-07-12T20:44:49Z,2022-07-15T16:59:18Z,2,2,MERGED,11.0,13.0,3.0,Success
adobe/react-spectrum,Add icon table for workflow icons in docs,https://github.com/adobe/react-spectrum/pull/488,2020-05-21T22:11:22Z,2020-07-10T23:29:21Z,13,17,MERGED,245.0,43.0,12.0,Success
adobe/react-spectrum,Add act() eslint rule and upgrade eslint,https://github.com/adobe/react-spectrum/pull/1054,2020-09-07T15:45:44Z,2020-10-06T18:44:27Z,16,9,MERGED,1389.0,1219.0,63.0,Success
adobe/react-spectrum,Make keys in Picker stories match the values,https://github.com/adobe/react-spectrum/pull/2654,2021-12-08T00:26:14Z,2021-12-09T23:08:25Z,0,3,MERGED,7.0,7.0,1.0,Success
adobe/react-spectrum,"Implement help text for TextField, TextArea, SearchField, and Picker",https://github.com/adobe/react-spectrum/pull/1846,2021-04-26T19:40:01Z,2021-08-31T22:55:09Z,0,55,MERGED,997.0,180.0,41.0,Success
adobe/react-spectrum,Fix menu item padding in large scale,https://github.com/adobe/react-spectrum/pull/541,2020-05-29T22:53:04Z,2020-05-29T23:06:53Z,1,1,MERGED,3.0,1.0,1.0,Success
adobe/react-spectrum,Fix SearchWithin picker so that it doesn't overflow the component width,https://github.com/adobe/react-spectrum/pull/2203,2021-08-03T23:30:28Z,2021-10-12T23:33:09Z,6,6,MERGED,5.0,2.0,2.0,Success
adobe/react-spectrum,fix: Make long content in quiet Picker properly truncate when in fixed width container ,https://github.com/adobe/react-spectrum/pull/5813,2024-02-06T12:05:45Z,2024-02-09T00:28:06Z,3,4,MERGED,34.0,2.0,2.0,Success
adobe/react-spectrum,set modal min width to dialog min width,https://github.com/adobe/react-spectrum/pull/609,2020-06-10T00:16:11Z,2020-06-11T02:01:35Z,1,1,MERGED,1.0,0.0,1.0,Success
adobe/spectrum-css,"fix(popover): correct left/right tips for RTL, increase VRT coverage",https://github.com/adobe/spectrum-css/pull/2753,2024-05-13T17:09:08Z,2024-05-22T20:13:25Z,3,5,MERGED,122.0,32.0,4.0,Success
adobe/spectrum-css,feat: add InfieldButton component,https://github.com/adobe/spectrum-css/pull/1345,2022-01-10T20:56:24Z,2022-02-07T22:02:45Z,1,3,MERGED,1551.0,597.0,7.0,Success
adobe/spectrum-css,feat(fieldlabel)!: s2 migration,https://github.com/adobe/spectrum-css/pull/2569,2024-02-28T15:30:47Z,2024-03-11T17:04:35Z,4,11,MERGED,187.0,97.0,7.0,Success
appsmithorg/appsmith,chore: Improve js execution instrumentation,https://github.com/appsmithorg/appsmith/pull/24994,2023-07-02T22:49:25Z,2023-07-06T08:45:29Z,39,10,MERGED,308.0,31.0,7.0,Success
bitwarden/clients,[PM-5363] PinService Migration Fix,https://github.com/bitwarden/clients/pull/9163,2024-05-13T20:09:34Z,2024-05-13T21:18:54Z,2,1,MERGED,2.0,1.0,1.0,Success
bitwarden/clients,[PM-21807] Migrate fido components to tailwind,https://github.com/bitwarden/clients/pull/16645,2025-09-29T16:48:53Z,2025-10-16T08:08:14Z,5,13,MERGED,168.0,239.0,4.0,Success
cerebrl/forgerock-web-login-framework,feat(docs): add docs site internally to project,https://github.com/cerebrl/forgerock-web-login-framework/pull/7,2022-07-18T17:18:45Z,2022-11-09T16:28:20Z,1,1,MERGED,1385.0,176.0,30.0,Success
chanzuckerberg/edu-design-system,chore(banner): pull DismissButton out into its own component,https://github.com/chanzuckerberg/edu-design-system/pull/542,2021-07-30T00:20:38Z,2021-08-02T15:39:38Z,1,12,MERGED,127.0,75.0,11.0,Success
chanzuckerberg/edu-design-system,fix(list detail): replace missing types,https://github.com/chanzuckerberg/edu-design-system/pull/926,2022-04-01T16:47:06Z,2022-04-01T17:20:09Z,0,1,MERGED,12.0,1.0,3.0,Success
chanzuckerberg/edu-design-system,chore(wireframe-demo): use same reflection text as along demo,https://github.com/chanzuckerberg/edu-design-system/pull/1413,2022-12-06T16:56:30Z,2022-12-08T02:58:49Z,2,1,MERGED,3.0,16.0,1.0,Success
chanzuckerberg/edu-design-system,docs: show more code in component stories docs,https://github.com/chanzuckerberg/edu-design-system/pull/1712,2023-07-27T06:42:49Z,2023-07-31T17:12:40Z,1,1,MERGED,506.0,287.0,8.0,Success
chanzuckerberg/edu-design-system,docs(components): add information about beta status,https://github.com/chanzuckerberg/edu-design-system/pull/1267,2022-09-06T22:18:59Z,2022-09-07T15:23:50Z,0,1,MERGED,6.0,0.0,1.0,Success
chanzuckerberg/edu-design-system,chore(icon): add viewBox prop,https://github.com/chanzuckerberg/edu-design-system/pull/1024,2022-04-29T14:35:15Z,2022-04-29T15:39:07Z,2,1,MERGED,30.0,0.0,3.0,Success
chanzuckerberg/sci-components,hotfix checkbox alignment,https://github.com/chanzuckerberg/sci-components/pull/56,2021-09-08T14:19:49Z,2021-09-09T21:23:32Z,2,2,MERGED,26.0,4.0,3.0,Success
chromaui/addon-visual-tests,Explain the `No Access` error and offer a way out,https://github.com/chromaui/addon-visual-tests/pull/146,2023-11-09T10:40:00Z,2023-11-09T22:27:50Z,0,2,MERGED,49.0,9.0,2.0,Success
chromaui/addon-visual-tests,Prevent running tests from Testing Module while there's a warning,https://github.com/chromaui/addon-visual-tests/pull/345,2024-10-30T10:11:42Z,2024-10-30T10:20:04Z,1,1,MERGED,6.0,1.0,1.0,Success
chromaui/chromatic-docs,Recategorize snapshot docs under snapshot heading,https://github.com/chromaui/chromatic-docs/pull/388,2024-03-07T16:43:33Z,2024-03-07T16:47:11Z,1,1,MERGED,15.0,450.0,16.0,Success
chromaui/chromatic-e2e,Fix playwright evaluate,https://github.com/chromaui/chromatic-e2e/pull/229,2025-02-08T02:44:19Z,2025-02-08T15:32:53Z,2,5,MERGED,70.0,77.0,4.0,Success
chromaui/chromatic-e2e,"Picture elements are captured, including art direction",https://github.com/chromaui/chromatic-e2e/pull/208,2024-10-18T16:40:11Z,2024-10-21T23:05:47Z,1,21,MERGED,471.0,10.0,8.0,Success
cloudblue/connect-ui-toolkit,"Add ""fullWidth"" prop to the Menu widget",https://github.com/cloudblue/connect-ui-toolkit/pull/59,2024-02-27T12:54:15Z,2024-02-27T15:06:32Z,1,1,MERGED,47.0,3.0,3.0,Success
coder/coder,feat: add `deployment_id` to the ui and licenses,https://github.com/coder/coder/pull/13096,2024-04-29T16:21:32Z,2024-04-29T20:50:11Z,3,3,MERGED,115.0,26.0,15.0,Success
coder/coder,refactor(site): Refactor error state,https://github.com/coder/coder/pull/7313,2023-04-27T19:14:08Z,2023-04-28T13:03:02Z,2,6,MERGED,206.0,168.0,5.0,Success
coder/coder,fix: ensure the web UI doesn't break when license telemetry required check fails,https://github.com/coder/coder/pull/16667,2025-02-23T19:30:31Z,2025-02-24T15:02:36Z,0,3,MERGED,32.0,7.0,4.0,Success
coder/coder,feat(site): add health warning and a health monitor page,https://github.com/coder/coder/pull/8844,2023-08-01T16:55:50Z,2023-08-02T17:49:24Z,7,20,MERGED,814.0,15.0,17.0,Success
coder/coder,feat: add storybook for /deployment/security,https://github.com/coder/coder/pull/5610,2023-01-06T22:12:38Z,2023-01-09T20:44:44Z,1,4,MERGED,187.0,105.0,5.0,Success
coder/coder,fix: update workspace table icons in WorkspacesTable ,https://github.com/coder/coder/pull/18525,2025-06-24T10:46:05Z,2025-06-24T18:23:59Z,0,3,MERGED,96.0,5.0,2.0,Success
coder/coder,feat: warn users when renaming workspaces,https://github.com/coder/coder/pull/10023,2023-10-03T18:53:08Z,2023-10-03T21:04:35Z,0,2,MERGED,12.0,8.0,2.0,Success
coder/coder,chore: create workspaces and templates for multiple orgs,https://github.com/coder/coder/pull/13866,2024-07-10T15:48:53Z,2024-07-12T20:47:28Z,1,11,MERGED,312.0,16.0,9.0,Success
coder/coder,fix(examples): copy /etc/skel on init in docker template,https://github.com/coder/coder/pull/12913,2024-04-09T11:35:43Z,2024-04-09T11:54:18Z,2,1,MERGED,6.0,0.0,1.0,Success
coder/coder,feat: show summary if unable to edit org,https://github.com/coder/coder/pull/14214,2024-08-07T22:09:28Z,2024-08-09T21:31:04Z,3,3,MERGED,150.0,57.0,7.0,Success
coder/coder,test(site): add e2e tests for experiments,https://github.com/coder/coder/pull/12940,2024-04-11T11:41:43Z,2024-04-12T08:42:27Z,0,20,MERGED,61.0,5.0,5.0,Success
coder/coder,"feat: implement api for ""forgot password?"" flow",https://github.com/coder/coder/pull/14915,2024-10-01T14:12:33Z,2024-10-04T10:53:25Z,5,25,MERGED,1007.0,4.0,25.0,Success
contentful/forma-36,docs: add react hook form integration page in f36 website,https://github.com/contentful/forma-36/pull/1303,2021-09-10T10:37:01Z,2021-09-10T12:56:39Z,2,11,MERGED,214.0,4.0,3.0,Success
contentful/forma-36,feat(Icons): update Release and Calendar icons [PUL-1143],https://github.com/contentful/forma-36/pull/575,2020-09-28T12:57:21Z,2020-09-28T13:17:39Z,1,1,MERGED,12.0,23.0,3.0,Success
contentful/forma-36,fix(Avatar): don't overlap image with color border,https://github.com/contentful/forma-36/pull/2898,2024-10-04T12:56:02Z,2024-10-07T09:12:24Z,3,6,MERGED,72.0,51.0,6.0,Success
contentful/forma-36,docs: add space between buttons in the website,https://github.com/contentful/forma-36/pull/1171,2021-08-09T15:13:48Z,2021-08-10T08:04:37Z,1,2,MERGED,33.0,22.0,1.0,Success
contentful/forma-36,feat: [CFCX-1237] design system debt border radius tokens make publicly visible,https://github.com/contentful/forma-36/pull/2656,2024-01-18T15:54:14Z,2024-01-19T11:01:52Z,5,2,MERGED,86.0,6.0,5.0,Success
contentful/forma-36,docs: props table generation,https://github.com/contentful/forma-36/pull/888,2021-03-22T17:11:03Z,2021-03-23T11:13:20Z,1,9,MERGED,380.0,123.0,27.0,Success
contentful/forma-36,feat(Tabs): Created Tabs component,https://github.com/contentful/forma-36/pull/93,2019-02-14T15:57:59Z,2019-02-18T16:38:29Z,0,1,MERGED,754.0,134.0,11.0,Success
cultureamp/kaizen-design-system,"docs: Added the rationale for the working button, changed language to…",https://github.com/cultureamp/kaizen-design-system/pull/840,2020-10-28T02:00:35Z,2020-11-11T03:08:00Z,3,11,MERGED,8.0,7.0,1.0,Success
cultureamp/kaizen-design-system,feat: add clearable option for Elm Select,https://github.com/cultureamp/kaizen-design-system/pull/1351,2021-04-01T04:34:23Z,2021-04-07T05:49:54Z,2,2,MERGED,84.0,1.0,4.0,Success
cultureamp/kaizen-design-system,feat: (tailwind) Add prettier package,https://github.com/cultureamp/kaizen-design-system/pull/3175,2022-12-17T01:22:17Z,2023-01-30T01:08:14Z,3,3,MERGED,29.0,25.0,2.0,Success
cultureamp/kaizen-design-system,Fix: Right-aligned ContextModal heading text for RTL languages,https://github.com/cultureamp/kaizen-design-system/pull/4840,2024-07-16T22:05:23Z,2024-07-17T00:18:13Z,3,4,MERGED,6.0,1.0,2.0,Success
